"id","date","ags","inspid1km","x","y"
892,"2024-12-13","05966020","CRS3035RES1000mN3116000E4182000",4182500,3116500
893,"2024-12-13","13003000","CRS3035RES1000mN3441000E4459000",4459500,3441500
894,"2024-12-13","06437001","CRS3035RES1000mN2959000E4251000",4251500,2959500
895,"2024-12-13","08421000","CRS3035RES1000mN2804000E4319000",4319500,2804500
896,"2024-12-13","09162000","CRS3035RES1000mN2780000E4437000",4437500,2780500
897,"2024-12-13","05166032","CRS3035RES1000mN3133000E4066000",4066500,3133500
898,"2024-12-13","08111000","CRS3035RES1000mN2855000E4255000",4255500,2855500
899,"2024-12-13","03457002","CRS3035RES1000mN3392000E4100000",4100500,3392500
900,"2024-12-13","08335043","CRS3035RES1000mN2727000E4258000",4258500,2727500
901,"2024-12-13","10044119","CRS3035RES1000mN2910000E4080000",4080500,2910500
902,"2024-12-13","03153018","CRS3035RES1000mN3187000E4343000",4343500,3187500
903,"2024-12-13","02000000","CRS3035RES1000mN3392000E4324000",4324500,3392500
904,"2024-12-13","02000000","CRS3035RES1000mN3388000E4321000",4321500,3388500
905,"2024-12-13","06631006","CRS3035RES1000mN3042000E4297000",4297500,3042500
906,"2024-12-13","09184149","CRS3035RES1000mN2796000E4437000",4437500,2796500
907,"2024-12-13","02000000","CRS3035RES1000mN3373000E4317000",4317500,3373500
908,"2024-12-13","09564000","CRS3035RES1000mN2927000E4394000",4394500,2927500
909,"2024-12-13","05566060","CRS3035RES1000mN3238000E4141000",4141500,3238500
910,"2024-12-13","10044119","CRS3035RES1000mN2912000E4080000",4080500,2912500
911,"2024-12-13","02000000","CRS3035RES1000mN3383000E4323000",4323500,3383500
912,"2024-12-13","05913000","CRS3035RES1000mN3154000E4154000",4154500,3154500
913,"2024-12-13","03360005","CRS3035RES1000mN3304000E4366000",4366500,3304500
914,"2024-12-13","01062018","CRS3035RES1000mN3381000E4334000",4334500,3381500
915,"2024-12-13","13003000","CRS3035RES1000mN3446000E4462000",4462500,3446500
916,"2024-12-13","02000000","CRS3035RES1000mN3390000E4328000",4328500,3390500
917,"2024-12-13","06439008","CRS3035RES1000mN3016000E4196000",4196500,3016500
918,"2024-12-13","09671156","CRS3035RES1000mN2984000E4270000",4270500,2984500
919,"2024-12-13","08116033","CRS3035RES1000mN2836000E4282000",4282500,2836500
920,"2024-12-13","13003000","CRS3035RES1000mN3451000E4455000",4455500,3451500
921,"2024-12-13","06432005","CRS3035RES1000mN2983000E4238000",4238500,2983500
922,"2024-12-13","14524180","CRS3035RES1000mN3087000E4515000",4515500,3087500
923,"2024-12-13","03457002","CRS3035RES1000mN3388000E4105000",4105500,3388500
924,"2024-12-13","02000000","CRS3035RES1000mN3386000E4320000",4320500,3386500
925,"2024-12-13","06436002","CRS3035RES1000mN3004000E4202000",4202500,3004500
926,"2024-12-13","08118014","CRS3035RES1000mN2869000E4269000",4269500,2869500
927,"2024-12-13","03154019","CRS3035RES1000mN3225000E4387000",4387500,3225500
928,"2024-12-13","08421000","CRS3035RES1000mN2804000E4319000",4319500,2804500
929,"2024-12-13","03352046","CRS3035RES1000mN3412000E4248000",4248500,3412500
930,"2024-12-13","12061352","CRS3035RES1000mN3209000E4601000",4601500,3209500
931,"2024-12-13","08215096","CRS3035RES1000mN2862000E4211000",4211500,2862500
932,"2024-12-13","04011000","CRS3035RES1000mN3331000E4238000",4238500,3331500
933,"2024-12-13","11000000","CRS3035RES1000mN3275000E4536000",4536500,3275500
934,"2024-12-13","05711000","CRS3035RES1000mN3219000E4221000",4221500,3219500
935,"2024-12-13","03257028","CRS3035RES1000mN3240000E4262000",4262500,3240500
936,"2024-12-13","11000000","CRS3035RES1000mN3272000E4536000",4536500,3272500
937,"2024-12-13","10044118","CRS3035RES1000mN2915000E4090000",4090500,2915500
938,"2024-12-13","08225075","CRS3035RES1000mN2923000E4279000",4279500,2923500
939,"2024-12-13","01058101","CRS3035RES1000mN3451000E4301000",4301500,3451500
940,"2024-12-13","05515000","CRS3035RES1000mN3209000E4158000",4158500,3209500
941,"2024-12-13","04011000","CRS3035RES1000mN3332000E4241000",4241500,3332500
942,"2024-12-13","03459033","CRS3035RES1000mN3250000E4182000",4182500,3250500
943,"2024-12-13","11000000","CRS3035RES1000mN3261000E4547000",4547500,3261500
944,"2024-12-13","07232227","CRS3035RES1000mN3021000E4065000",4065500,3021500
945,"2024-12-13","09186162","CRS3035RES1000mN2834000E4439000",4439500,2834500
946,"2024-12-13","11000000","CRS3035RES1000mN3271000E4546000",4546500,3271500
947,"2024-12-13","06531002","CRS3035RES1000mN3063000E4220000",4220500,3063500
948,"2024-12-13","01051019","CRS3035RES1000mN3458000E4279000",4279500,3458500
949,"2024-12-13","13075144","CRS3035RES1000mN3445000E4568000",4568500,3445500
950,"2024-12-13","01054164","CRS3035RES1000mN3509000E4227000",4227500,3509500
951,"2024-12-13","05913000","CRS3035RES1000mN3159000E4150000",4150500,3159500
952,"2024-12-13","16063003","CRS3035RES1000mN3076000E4337000",4337500,3076500
953,"2024-12-13","03101000","CRS3035RES1000mN3239000E4355000",4355500,3239500
954,"2024-12-13","08326012","CRS3035RES1000mN2759000E4212000",4212500,2759500
955,"2024-12-13","03154028","CRS3035RES1000mN3228000E4390000",4390500,3228500
956,"2024-12-13","02000000","CRS3035RES1000mN3390000E4328000",4328500,3390500
957,"2024-12-13","10041100","CRS3035RES1000mN2907000E4106000",4106500,2907500
958,"2024-12-13","08311000","CRS3035RES1000mN2767000E4155000",4155500,2767500
959,"2024-12-13","07314000","CRS3035RES1000mN2930000E4208000",4208500,2930500
960,"2024-12-13","11000000","CRS3035RES1000mN3276000E4557000",4557500,3276500
961,"2024-12-13","08111000","CRS3035RES1000mN2852000E4265000",4265500,2852500
962,"2024-12-13","09186137","CRS3035RES1000mN2845000E4427000",4427500,2845500
963,"2024-12-13","08215108","CRS3035RES1000mN2873000E4194000",4194500,2873500
964,"2024-12-13","01060028","CRS3035RES1000mN3437000E4327000",4327500,3437500
965,"2024-12-13","14612000","CRS3035RES1000mN3110000E4580000",4580500,3110500
966,"2024-12-13","08115050","CRS3035RES1000mN2852000E4234000",4234500,2852500
967,"2024-12-13","03452023","CRS3035RES1000mN3377000E4142000",4142500,3377500
968,"2024-12-13","14713000","CRS3035RES1000mN3136000E4480000",4480500,3136500
969,"2024-12-13","02000000","CRS3035RES1000mN3373000E4312000",4312500,3373500
970,"2024-12-13","09184149","CRS3035RES1000mN2796000E4438000",4438500,2796500
971,"2024-12-13","09672145","CRS3035RES1000mN3023000E4311000",4311500,3023500
972,"2024-12-13","09479136","CRS3035RES1000mN2990000E4471000",4471500,2990500
973,"2024-12-13","01057043","CRS3035RES1000mN3476000E4336000",4336500,3476500
974,"2024-12-13","09475169","CRS3035RES1000mN3020000E4436000",4436500,3020500
975,"2024-12-13","09573134","CRS3035RES1000mN2924000E4389000",4389500,2924500
976,"2024-12-13","07315000","CRS3035RES1000mN2987000E4198000",4198500,2987500
977,"2024-12-13","08215089","CRS3035RES1000mN2878000E4219000",4219500,2878500
978,"2024-12-13","14612000","CRS3035RES1000mN3108000E4589000",4589500,3108500
979,"2024-12-13","09276139","CRS3035RES1000mN2875000E4557000",4557500,2875500
980,"2024-12-13","07111000","CRS3035RES1000mN3031000E4149000",4149500,3031500
981,"2024-12-13","08226065","CRS3035RES1000mN2907000E4226000",4226500,2907500
982,"2024-12-13","15087010","CRS3035RES1000mN3161000E4422000",4422500,3161500
983,"2024-12-13","02000000","CRS3035RES1000mN3387000E4324000",4324500,3387500
984,"2024-12-13","09677131","CRS3035RES1000mN2994000E4299000",4299500,2994500
985,"2024-12-13","09189140","CRS3035RES1000mN2743000E4519000",4519500,2743500
986,"2024-12-13","01058137","CRS3035RES1000mN3492000E4310000",4310500,3492500
987,"2024-12-13","03359023","CRS3035RES1000mN3372000E4288000",4288500,3372500
988,"2024-12-13","08417002","CRS3035RES1000mN2795000E4235000",4235500,2795500
989,"2024-12-13","01058102","CRS3035RES1000mN3480000E4309000",4309500,3480500
990,"2024-12-13","08436078","CRS3035RES1000mN2740000E4303000",4303500,2740500
991,"2024-12-13","08335057","CRS3035RES1000mN2754000E4249000",4249500,2754500
992,"2024-12-13","16071064","CRS3035RES1000mN3107000E4432000",4432500,3107500
993,"2024-12-13","09183128","CRS3035RES1000mN2796000E4508000",4508500,2796500
994,"2024-12-13","09477128","CRS3035RES1000mN3000000E4425000",4425500,3000500
995,"2024-12-13","05315000","CRS3035RES1000mN3095000E4109000",4109500,3095500
996,"2024-12-13","15083390","CRS3035RES1000mN3232000E4424000",4424500,3232500
997,"2024-12-13","08327054","CRS3035RES1000mN2766000E4230000",4230500,2766500
998,"2024-12-13","05978032","CRS3035RES1000mN3177000E4146000",4146500,3177500
999,"2024-12-13","03359007","CRS3035RES1000mN3375000E4292000",4292500,3375500
1000,"2024-12-13","02000000","CRS3035RES1000mN3390000E4314000",4314500,3390500
1001,"2024-12-13","08128115","CRS3035RES1000mN2950000E4294000",4294500,2950500
1002,"2024-12-13","05558016","CRS3035RES1000mN3195000E4127000",4127500,3195500
1003,"2024-12-13","12071044","CRS3035RES1000mN3176000E4639000",4639500,3176500
1004,"2024-12-13","01060028","CRS3035RES1000mN3436000E4325000",4325500,3436500
1005,"2024-12-13","09779194","CRS3035RES1000mN2859000E4356000",4356500,2859500
1006,"2024-12-13","12065251","CRS3035RES1000mN3289000E4532000",4532500,3289500
1007,"2024-12-13","05112000","CRS3035RES1000mN3150000E4096000",4096500,3150500
1008,"2024-12-13","09572132","CRS3035RES1000mN2940000E4385000",4385500,2940500
1009,"2024-12-13","13003000","CRS3035RES1000mN3456000E4461000",4461500,3456500
1010,"2024-12-13","16075087","CRS3035RES1000mN3064000E4441000",4441500,3064500
1011,"2024-12-13","02000000","CRS3035RES1000mN3386000E4308000",4308500,3386500
1012,"2024-12-13","03454021","CRS3035RES1000mN3288000E4159000",4159500,3288500
1013,"2024-12-13","02000000","CRS3035RES1000mN3388000E4315000",4315500,3388500
1014,"2024-12-13","03455026","CRS3035RES1000mN3365000E4197000",4197500,3365500
1015,"2024-12-13","03102000","CRS3035RES1000mN3215000E4347000",4347500,3215500
1016,"2024-12-13","08216033","CRS3035RES1000mN2863000E4195000",4195500,2863500
1017,"2024-12-13","08421000","CRS3035RES1000mN2808000E4318000",4318500,2808500
1018,"2024-12-13","13073038","CRS3035RES1000mN3471000E4528000",4528500,3471500
1019,"2024-12-13","09564000","CRS3035RES1000mN2928000E4396000",4396500,2928500
1020,"2024-12-13","03159016","CRS3035RES1000mN3157000E4316000",4316500,3157500
1021,"2024-12-13","14612000","CRS3035RES1000mN3112000E4589000",4589500,3112500
1022,"2024-12-13","09671130","CRS3035RES1000mN2988000E4264000",4264500,2988500
1023,"2024-12-13","09475169","CRS3035RES1000mN3020000E4436000",4436500,3020500
1024,"2024-12-13","08226018","CRS3035RES1000mN2922000E4221000",4221500,2922500
1025,"2024-12-13","03457014","CRS3035RES1000mN3358000E4150000",4150500,3358500
1026,"2024-12-13","09171112","CRS3035RES1000mN2786000E4530000",4530500,2786500
1027,"2024-12-13","02000000","CRS3035RES1000mN3392000E4322000",4322500,3392500
1028,"2024-12-13","06412000","CRS3035RES1000mN3001000E4228000",4228500,3001500
1029,"2024-12-13","02000000","CRS3035RES1000mN3384000E4320000",4320500,3384500
1030,"2024-12-13","05382032","CRS3035RES1000mN3060000E4110000",4110500,3060500
1031,"2024-12-13","05334004","CRS3035RES1000mN3091000E4052000",4052500,3091500
1032,"2024-12-13","02000000","CRS3035RES1000mN3392000E4328000",4328500,3392500
1033,"2024-12-13","05116000","CRS3035RES1000mN3127000E4070000",4070500,3127500
1034,"2024-12-13","08111000","CRS3035RES1000mN2846000E4256000",4256500,2846500
1035,"2024-12-13","03159008","CRS3035RES1000mN3152000E4299000",4299500,3152500
1036,"2024-12-13","05112000","CRS3035RES1000mN3161000E4096000",4096500,3161500
1037,"2024-12-13","07335045","CRS3035RES1000mN2921000E4156000",4156500,2921500
1038,"2024-12-13","04012000","CRS3035RES1000mN3387000E4229000",4229500,3387500
1039,"2024-12-13","03452013","CRS3035RES1000mN3400000E4122000",4122500,3400500
1040,"2024-12-13","09671122","CRS3035RES1000mN2978000E4253000",4253500,2978500
1041,"2024-12-13","08415050","CRS3035RES1000mN2825000E4268000",4268500,2825500
1042,"2024-12-13","16073113","CRS3035RES1000mN3051000E4398000",4398500,3051500
1043,"2024-12-13","08231000","CRS3035RES1000mN2865000E4225000",4225500,2865500
1044,"2024-12-13","09575153","CRS3035RES1000mN2940000E4364000",4364500,2940500
1045,"2024-12-13","01054164","CRS3035RES1000mN3510000E4227000",4227500,3510500
1046,"2024-12-13","11000000","CRS3035RES1000mN3273000E4555000",4555500,3273500
1047,"2024-12-13","14524030","CRS3035RES1000mN3080000E4488000",4488500,3080500
1048,"2024-12-13","06534016","CRS3035RES1000mN3081000E4258000",4258500,3081500
1049,"2024-12-13","05112000","CRS3035RES1000mN3146000E4095000",4095500,3146500
1050,"2024-12-13","05911000","CRS3035RES1000mN3156000E4122000",4122500,3156500
1051,"2024-12-13","07335022","CRS3035RES1000mN2924000E4144000",4144500,2924500
1052,"2024-12-13","05116000","CRS3035RES1000mN3127000E4071000",4071500,3127500
1053,"2024-12-13","01058008","CRS3035RES1000mN3480000E4301000",4301500,3480500
1054,"2024-12-13","08336050","CRS3035RES1000mN2725000E4145000",4145500,2725500
1055,"2024-12-13","05358024","CRS3035RES1000mN3096000E4062000",4062500,3096500
1056,"2024-12-13","05112000","CRS3035RES1000mN3148000E4095000",4095500,3148500
1057,"2024-12-13","09675147","CRS3035RES1000mN2950000E4332000",4332500,2950500
1058,"2024-12-13","05315000","CRS3035RES1000mN3098000E4104000",4104500,3098500
1059,"2024-12-13","13071026","CRS3035RES1000mN3383000E4548000",4548500,3383500
1060,"2024-12-13","08211000","CRS3035RES1000mN2847000E4187000",4187500,2847500
1061,"2024-12-13","09275126","CRS3035RES1000mN2843000E4588000",4588500,2843500
1062,"2024-12-13","05978016","CRS3035RES1000mN3157000E4155000",4155500,3157500
1063,"2024-12-13","02000000","CRS3035RES1000mN3382000E4311000",4311500,3382500
1064,"2024-12-13","13003000","CRS3035RES1000mN3451000E4454000",4454500,3451500
1065,"2024-12-13","14612000","CRS3035RES1000mN3118000E4584000",4584500,3118500
1066,"2024-12-13","02000000","CRS3035RES1000mN3385000E4323000",4323500,3385500
1067,"2024-12-13","01062004","CRS3035RES1000mN3410000E4344000",4344500,3410500
1068,"2024-12-13","07331003","CRS3035RES1000mN2960000E4184000",4184500,2960500
1069,"2024-12-13","03241001","CRS3035RES1000mN3249000E4307000",4307500,3249500
1070,"2024-12-13","08327057","CRS3035RES1000mN2758000E4235000",4235500,2758500
1071,"2024-12-13","15084135","CRS3035RES1000mN3122000E4444000",4444500,3122500
1072,"2024-12-13","08327006","CRS3035RES1000mN2776000E4231000",4231500,2776500
1073,"2024-12-13","09673184","CRS3035RES1000mN3023000E4342000",4342500,3023500
1074,"2024-12-13","08125006","CRS3035RES1000mN2903000E4255000",4255500,2903500
1075,"2024-12-13","15002000","CRS3035RES1000mN3148000E4458000",4458500,3148500
1076,"2024-12-13","05711000","CRS3035RES1000mN3216000E4220000",4220500,3216500
1077,"2024-12-13","05562024","CRS3035RES1000mN3175000E4120000",4120500,3175500
1078,"2024-12-13","09184121","CRS3035RES1000mN2777000E4452000",4452500,2777500
1079,"2024-12-13","15090070","CRS3035RES1000mN3284000E4426000",4426500,3284500
1080,"2024-12-13","04011000","CRS3035RES1000mN3341000E4232000",4232500,3341500
1081,"2024-12-13","07137069","CRS3035RES1000mN3032000E4125000",4125500,3032500
1082,"2024-12-13","09189150","CRS3035RES1000mN2768000E4524000",4524500,2768500
1083,"2024-12-13","03153018","CRS3035RES1000mN3187000E4343000",4343500,3187500
1084,"2024-12-13","05314000","CRS3035RES1000mN3074000E4115000",4115500,3074500
1085,"2024-12-13","05513000","CRS3035RES1000mN3166000E4115000",4115500,3166500
1086,"2024-12-13","09371151","CRS3035RES1000mN2933000E4446000",4446500,2933500
1087,"2024-12-13","14522310","CRS3035RES1000mN3119000E4526000",4526500,3119500
1088,"2024-12-13","04011000","CRS3035RES1000mN3335000E4248000",4248500,3335500
1089,"2024-12-13","02000000","CRS3035RES1000mN3385000E4309000",4309500,3385500
1090,"2024-12-13","13074010","CRS3035RES1000mN3431000E4399000",4399500,3431500
1091,"2024-12-13","14612000","CRS3035RES1000mN3114000E4579000",4579500,3114500
1092,"2024-12-13","03101000","CRS3035RES1000mN3237000E4354000",4354500,3237500
1093,"2024-12-13","13071068","CRS3035RES1000mN3404000E4516000",4516500,3404500
1094,"2024-12-13","02000000","CRS3035RES1000mN3390000E4314000",4314500,3390500
1095,"2024-12-13","08325014","CRS3035RES1000mN2793000E4208000",4208500,2793500
1096,"2024-12-13","12069306","CRS3035RES1000mN3254000E4500000",4500500,3254500
1097,"2024-12-13","05911000","CRS3035RES1000mN3156000E4122000",4122500,3156500
1098,"2024-12-13","08226098","CRS3035RES1000mN2910000E4228000",4228500,2910500
1099,"2024-12-13","09678175","CRS3035RES1000mN2979000E4331000",4331500,2979500
1100,"2024-12-13","14612000","CRS3035RES1000mN3107000E4591000",4591500,3107500
1101,"2024-12-13","12054000","CRS3035RES1000mN3260000E4523000",4523500,3260500
1102,"2024-12-13","03241004","CRS3035RES1000mN3265000E4310000",4310500,3265500
1103,"2024-12-13","09761000","CRS3035RES1000mN2806000E4388000",4388500,2806500
1104,"2024-12-13","02000000","CRS3035RES1000mN3386000E4331000",4331500,3386500
1105,"2024-12-13","09564000","CRS3035RES1000mN2921000E4399000",4399500,2921500
1106,"2024-12-13","08135016","CRS3035RES1000mN2833000E4337000",4337500,2833500
1107,"2024-12-13","01055046","CRS3035RES1000mN3481000E4398000",4398500,3481500
1108,"2024-12-13","13071068","CRS3035RES1000mN3404000E4516000",4516500,3404500
1109,"2024-12-13","14627100","CRS3035RES1000mN3112000E4561000",4561500,3112500
1110,"2024-12-13","02000000","CRS3035RES1000mN3388000E4321000",4321500,3388500
1111,"2024-12-13","04011000","CRS3035RES1000mN3329000E4247000",4247500,3329500
1112,"2024-12-13","08118071","CRS3035RES1000mN2868000E4256000",4256500,2868500
1113,"2024-12-13","06436006","CRS3035RES1000mN2991000E4202000",4202500,2991500
1114,"2024-12-13","01059018","CRS3035RES1000mN3487000E4292000",4292500,3487500
1115,"2024-12-13","01060008","CRS3035RES1000mN3418000E4340000",4340500,3418500
1116,"2024-12-13","09271119","CRS3035RES1000mN2863000E4537000",4537500,2863500
1117,"2024-12-13","10045111","CRS3035RES1000mN2917000E4122000",4122500,2917500
1118,"2024-12-13","03459033","CRS3035RES1000mN3250000E4182000",4182500,3250500
1119,"2024-12-13","05314000","CRS3035RES1000mN3073000E4112000",4112500,3073500
1120,"2024-12-13","14713000","CRS3035RES1000mN3136000E4486000",4486500,3136500
1121,"2024-12-13","14522140","CRS3035RES1000mN3088000E4536000",4536500,3088500
1122,"2024-12-13","02000000","CRS3035RES1000mN3372000E4317000",4317500,3372500
1123,"2024-12-13","15002000","CRS3035RES1000mN3157000E4459000",4459500,3157500
1124,"2024-12-13","05315000","CRS3035RES1000mN3095000E4099000",4099500,3095500
1125,"2024-12-13","16061063","CRS3035RES1000mN3129000E4340000",4340500,3129500
1126,"2024-12-13","12072477","CRS3035RES1000mN3236000E4557000",4557500,3236500
1127,"2024-12-13","13003000","CRS3035RES1000mN3444000E4458000",4458500,3444500
1128,"2024-12-13","08311000","CRS3035RES1000mN2766000E4158000",4158500,2766500
1129,"2024-12-13","05974008","CRS3035RES1000mN3165000E4194000",4194500,3165500
1130,"2024-12-13","01061082","CRS3035RES1000mN3426000E4285000",4285500,3426500
1131,"2024-12-13","07338001","CRS3035RES1000mN2925000E4211000",4211500,2925500
1132,"2024-12-13","01055046","CRS3035RES1000mN3486000E4390000",4390500,3486500
1133,"2024-12-13","03241004","CRS3035RES1000mN3265000E4310000",4310500,3265500
1134,"2024-12-13","03361009","CRS3035RES1000mN3328000E4251000",4251500,3328500
1135,"2024-12-13","05566084","CRS3035RES1000mN3226000E4141000",4141500,3226500
1136,"2024-12-13","08436081","CRS3035RES1000mN2730000E4307000",4307500,2730500
1137,"2024-12-13","13073046","CRS3035RES1000mN3474000E4518000",4518500,3474500
1138,"2024-12-13","03255008","CRS3035RES1000mN3205000E4303000",4303500,3205500
1139,"2024-12-13","13071068","CRS3035RES1000mN3404000E4517000",4517500,3404500
1140,"2024-12-13","02000000","CRS3035RES1000mN3382000E4323000",4323500,3382500
1141,"2024-12-13","13076142","CRS3035RES1000mN3369000E4382000",4382500,3369500
1142,"2024-12-13","09564000","CRS3035RES1000mN2925000E4399000",4399500,2925500
1143,"2024-12-13","07333040","CRS3035RES1000mN2957000E4170000",4170500,2957500
1144,"2024-12-13","09779169","CRS3035RES1000mN2848000E4386000",4386500,2848500
1145,"2024-12-13","05382068","CRS3035RES1000mN3080000E4117000",4117500,3080500
1146,"2024-12-13","09173135","CRS3035RES1000mN2726000E4440000",4440500,2726500
1147,"2024-12-13","08315108","CRS3035RES1000mN2754000E4151000",4151500,2754500
1148,"2024-12-13","08136027","CRS3035RES1000mN2869000E4300000",4300500,2869500
1149,"2024-12-13","07332022","CRS3035RES1000mN2928000E4194000",4194500,2928500
1150,"2024-12-13","14730270","CRS3035RES1000mN3140000E4475000",4475500,3140500
1151,"2024-12-13","12062128","CRS3035RES1000mN3168000E4544000",4544500,3168500
1152,"2024-12-13","02000000","CRS3035RES1000mN3387000E4324000",4324500,3387500
1153,"2024-12-13","02000000","CRS3035RES1000mN3393000E4327000",4327500,3393500
1154,"2024-12-13","06531016","CRS3035RES1000mN3054000E4240000",4240500,3054500
1155,"2024-12-13","09675116","CRS3035RES1000mN2959000E4346000",4346500,2959500
1156,"2024-12-13","13075093","CRS3035RES1000mN3413000E4581000",4581500,3413500
1157,"2024-12-13","05916000","CRS3035RES1000mN3161000E4123000",4123500,3161500
1158,"2024-12-13","08127008","CRS3035RES1000mN2911000E4315000",4315500,2911500
1159,"2024-12-13","14521590","CRS3035RES1000mN3067000E4515000",4515500,3067500
1160,"2024-12-13","09562000","CRS3035RES1000mN2943000E4390000",4390500,2943500
1161,"2024-12-13","09189140","CRS3035RES1000mN2741000E4520000",4520500,2741500
1162,"2024-12-13","09184120","CRS3035RES1000mN2780000E4428000",4428500,2780500
1163,"2024-12-13","09162000","CRS3035RES1000mN2780000E4424000",4424500,2780500
1164,"2024-12-13","07338001","CRS3035RES1000mN2925000E4211000",4211500,2925500
1165,"2024-12-13","05158004","CRS3035RES1000mN3127000E4105000",4105500,3127500
1166,"2024-12-13","03459003","CRS3035RES1000mN3246000E4209000",4209500,3246500
1167,"2024-12-13","16073113","CRS3035RES1000mN3053000E4402000",4402500,3053500
1168,"2024-12-13","03451007","CRS3035RES1000mN3352000E4181000",4181500,3352500
1169,"2024-12-13","08425141","CRS3035RES1000mN2811000E4313000",4313500,2811500
1170,"2024-12-13","15082256","CRS3035RES1000mN3186000E4452000",4452500,3186500
1171,"2024-12-13","06531016","CRS3035RES1000mN3050000E4243000",4243500,3050500
1172,"2024-12-13","03455026","CRS3035RES1000mN3368000E4195000",4195500,3368500
1173,"2024-12-13","13003000","CRS3035RES1000mN3444000E4457000",4457500,3444500
1174,"2024-12-13","05111000","CRS3035RES1000mN3129000E4097000",4097500,3129500
1175,"2024-12-13","06412000","CRS3035RES1000mN3001000E4217000",4217500,3001500
1176,"2024-12-13","11000000","CRS3035RES1000mN3265000E4547000",4547500,3265500
1177,"2024-12-13","11000000","CRS3035RES1000mN3276000E4565000",4565500,3276500
1178,"2024-12-13","16073113","CRS3035RES1000mN3053000E4402000",4402500,3053500
1179,"2024-12-13","05566008","CRS3035RES1000mN3232000E4151000",4151500,3232500
1180,"2024-12-13","08327019","CRS3035RES1000mN2780000E4227000",4227500,2780500
1181,"2024-12-13","13003000","CRS3035RES1000mN3444000E4461000",4461500,3444500
1182,"2024-12-13","03155012","CRS3035RES1000mN3173000E4293000",4293500,3173500
1183,"2024-12-13","08236011","CRS3035RES1000mN2871000E4223000",4223500,2871500
1184,"2024-12-13","05970040","CRS3035RES1000mN3088000E4181000",4181500,3088500
1185,"2024-12-13","09183119","CRS3035RES1000mN2785000E4482000",4482500,2785500
1186,"2024-12-13","03355001","CRS3035RES1000mN3353000E4350000",4350500,3353500
1187,"2024-12-13","05315000","CRS3035RES1000mN3098000E4108000",4108500,3098500
1188,"2024-12-13","08226041","CRS3035RES1000mN2915000E4225000",4225500,2915500
1189,"2024-12-13","11000000","CRS3035RES1000mN3275000E4538000",4538500,3275500
1190,"2024-12-13","09184149","CRS3035RES1000mN2798000E4438000",4438500,2798500
1191,"2024-12-13","09375181","CRS3035RES1000mN2886000E4467000",4467500,2886500
1192,"2024-12-13","09671133","CRS3035RES1000mN2989000E4258000",4258500,2989500
1193,"2024-12-13","05566008","CRS3035RES1000mN3232000E4151000",4151500,3232500
1194,"2024-12-13","03452020","CRS3035RES1000mN3403000E4133000",4133500,3403500
1195,"2024-12-13","08235006","CRS3035RES1000mN2828000E4217000",4217500,2828500
1196,"2024-12-13","07335044","CRS3035RES1000mN2930000E4141000",4141500,2930500
1197,"2024-12-13","09675141","CRS3035RES1000mN2957000E4332000",4332500,2957500
1198,"2024-12-13","14612000","CRS3035RES1000mN3109000E4583000",4583500,3109500
1199,"2024-12-13","01058101","CRS3035RES1000mN3451000E4301000",4301500,3451500
1200,"2024-12-13","08128007","CRS3035RES1000mN2926000E4305000",4305500,2926500
1201,"2024-12-13","05382068","CRS3035RES1000mN3080000E4117000",4117500,3080500
1202,"2024-12-13","01062018","CRS3035RES1000mN3382000E4335000",4335500,3382500
1203,"2024-12-13","04011000","CRS3035RES1000mN3331000E4245000",4245500,3331500
1204,"2024-12-13","14522310","CRS3035RES1000mN3120000E4525000",4525500,3120500
1205,"2024-12-13","09678168","CRS3035RES1000mN3001000E4332000",4332500,3001500
1206,"2024-12-13","16053000","CRS3035RES1000mN3091000E4433000",4433500,3091500
1207,"2024-12-13","11000000","CRS3035RES1000mN3284000E4551000",4551500,3284500
1208,"2024-12-13","07132117","CRS3035RES1000mN3076000E4162000",4162500,3076500
1209,"2024-12-13","09187122","CRS3035RES1000mN2753000E4464000",4464500,2753500
1210,"2024-12-13","03455015","CRS3035RES1000mN3383000E4184000",4184500,3383500
1211,"2024-12-13","09190157","CRS3035RES1000mN2748000E4407000",4407500,2748500
1212,"2024-12-13","05314000","CRS3035RES1000mN3069000E4119000",4119500,3069500
1213,"2024-12-13","08327054","CRS3035RES1000mN2766000E4230000",4230500,2766500
1214,"2024-12-13","01003000","CRS3035RES1000mN3418000E4365000",4365500,3418500
1215,"2024-12-13","08215110","CRS3035RES1000mN2868000E4209000",4209500,2868500
1216,"2024-12-13","14627150","CRS3035RES1000mN3118000E4578000",4578500,3118500
1217,"2024-12-13","09677131","CRS3035RES1000mN2991000E4301000",4301500,2991500
1218,"2024-12-13","13073070","CRS3035RES1000mN3472000E4543000",4543500,3472500
1219,"2024-12-13","03361009","CRS3035RES1000mN3327000E4255000",4255500,3327500
1220,"2024-12-13","03454019","CRS3035RES1000mN3287000E4150000",4150500,3287500
1221,"2024-12-13","09182124","CRS3035RES1000mN2726000E4452000",4452500,2726500
1222,"2024-12-13","15081280","CRS3035RES1000mN3280000E4399000",4399500,3280500
1223,"2024-12-13","05978020","CRS3035RES1000mN3167000E4159000",4159500,3167500
1224,"2024-12-13","09576143","CRS3035RES1000mN2898000E4401000",4401500,2898500
1225,"2024-12-13","14625350","CRS3035RES1000mN3134000E4612000",4612500,3134500
1226,"2024-12-13","09181122","CRS3035RES1000mN2782000E4394000",4394500,2782500
